Time,Propellant mass (kg),Chamber pressure (Pa),Throat diameter (m),Nozzle inlet gamma,Nozzle efficiency,Exit static pressure (Pa),Area ratio,Vapour Mass (kg),Liquid Density (kg/m^3),Liquid Mass (kg),Solid Fuel Mass (kg),Solid Fuel Density (kg/m^3),Solid Fuel Outer Diameter (m),Solid Fuel Length (m)
21.080000000000496,3.6338990270263087,553345.5366160797,0.0432,1.3084,0.97,16409.99254812052,4.5,2.4942333441883004,890.009232671312,0,1.139665682838008,935,0.112,1.33
21.090000000000497,3.6273731668776032,552375.6899045899,0.0432,1.3084,0.97,16381.230813805838,4.5,2.48950138082614,890.009232671312,0,1.137871786051463,935,0.112,1.33
21.1000000000005,3.620858743278523,551407.6518910141,0.0432,1.3084,0.97,16352.522718162341,4.5,2.484779621502003,890.009232671312,0,1.13607912177652,935,0.112,1.33
21.1100000000005,3.6143557360942493,550441.3181769365,0.0432,1.3084,0.97,16323.865165154892,4.5,2.48006804658749,890.009232671312,0,1.134287689506759,935,0.112,1.33
21.120000000000502,3.6078641248825196,549476.7147865827,0.0432,1.3084,0.97,16295.258926556859,4.5,2.4753666361848894,890.009232671312,0,1.1324974886976305,935,0.112,1.33
21.130000000000503,3.6013838892962244,548513.833665486,0.0432,1.3084,0.97,16266.7037635053,4.5,2.4706753704848565,890.009232671312,0,1.1307085188113681,935,0.112,1.33
21.140000000000505,3.594915008978366,547552.675650109,0.0432,1.3084,0.97,16238.199700806324,4.5,2.465994229673121,890.009232671312,0,1.128920779305245,935,0.112,1.33
21.150000000000507,3.58845746358973,546593.2392358262,0.0432,1.3084,0.97,16209.746693838819,4.5,2.4613231939550584,890.009232671312,0,1.1271342696346718,935,0.112,1.33
21.160000000000508,3.5820112328019293,545635.5235058769,0.0432,1.3084,0.97,16181.344715415362,4.5,2.456662243549528,890.009232671312,0,1.1253489892524018,935,0.112,1.33
21.17000000000051,3.575576296299322,544679.5273816321,0.0432,1.3084,0.97,16152.993733548179,4.5,2.4520113586905796,890.009232671312,0,1.1235649376087422,935,0.112,1.33
21.18000000000051,3.569152633778792,540717.7373931919,0.0432,1.307,0.97,16080.363080829458,4.5,2.4473705196272704,890.009232671312,0,1.1217821141515214,935,0.112,1.33
21.190000000000513,3.562730926152322,540553.1827083634,0.0432,1.307,0.97,16075.469401751256,4.5,2.4427314576977106,890.009232671312,0,1.1199994684546117,935,0.112,1.33
21.200000000000514,3.5563229078251997,539400.8715472452,0.0432,1.307,0.97,16041.200909021196,4.5,2.438104581856831,890.009232671312,0,1.1182183259683687,935,0.112,1.33
21.210000000000516,3.5499254938500573,538508.2392271486,0.0432,1.307,0.97,16014.654985312392,4.5,2.433487153778917,890.009232671312,0,1.1164383400711402,935,0.112,1.33
21.220000000000518,3.5435394634922925,537550.0113877688,0.0432,1.307,0.97,15986.15832151573,4.5,2.428879862877577,890.009232671312,0,1.1146596006147156,935,0.112,1.33
21.23000000000052,3.537164587720679,536611.0625060231,0.0432,1.307,0.97,15958.23499315295,4.5,2.4242825043201925,890.009232671312,0,1.1128820834004862,935,0.112,1.33
